Date of Download: 2023-07-12_21:10:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:10602,10601,9115,9116,10600,10576,11389,11388,11391,11390  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Cassava mosaic disease severity|at harvesting|COMP:0000294,branching level counting|CO_334:0000079,cassava mosaic disease severity 1-month evaluation|CO_334:0000191,cassava mosaic disease severity 12-month evaluation|CO_334:0000199,cassava mosaic disease severity 3-month evaluation|CO_334:0000192,cassava mosaic disease severity 6-month evaluation|CO_334:0000194,cassava mosaic disease severity 9-month evaluation|CO_334:0000193,cassava mosaic disease severity|month 10|COMP:0000260,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh shoot weight measurement in kg per plot|CO_334:0000016,fresh storage root weight per plot|CO_334:0000012,harvest index variable|CO_334:0000015,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root number per plant counting|CO_334:0002128,root number per plot counting|CO_334:0000011,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,starch content percentage|CO_334:0000071,notes
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2732001,AR9-48,,plot,4926252,2021103MDAYT_quan_rep3_AR9-48_46,3,3,46,4,10,test,,,1.333333333,1,,1,,,1,,127,,,,,,,25,153.6666667,,,,,,25,18.7," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,61463,CR13-8,,plot,4926260,2021103MDAYT_quan_rep3_CR13-8_9,3,3,9,1,9,test,,,1.666666667,1,,1,,,1,,113,,,,,,,25,171,,,,,,24,21.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2732020,CR24-16,,plot,4926244,2021103MDAYT_quan_rep3_CR24-16_36,3,3,36,3,12,test,,,0,1,,1,,,1,,98.33333333,,,,,,,25,98.33333333,,,,,,21,19.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2732022,CR25-4,,plot,4926249,2021103MDAYT_quan_rep3_CR25-4_35,3,3,35,3,11,test,,,0.666666667,1,,1,,,1,,124.6666667,,,,,,,25,124.6666667,,,,,,23,18.8," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2732025,CR27-20,,plot,4926245,2021103MDAYT_quan_rep3_CR27-20_45,3,3,45,4,9,test,,,2,1,,1,,,1,,51.33333333,,,,,,,25,150.6666667,,,,,,19,26.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,42440,CR52A4,CR52A-4,plot,4926243,2021103MDAYT_quan_rep3_CR52A-4_12,3,3,12,1,12,test,,,2,1,,1,,,1,,57,,,,,,,25,147.3333333,,,,,,24,23.8," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,4926239,IBA972205,,plot,4926254,2021103MDAYT_quan_rep3_IBA972205_47,3,3,47,4,11,test,,,2.666666667,1,,1,,,1,,73.33333333,,,,,,,25,176.3333333,,,,,,21,10," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,4926280,2021103MDAYT_quan_rep3_IBA980581_10,3,3,10,1,10,test,,,0.333333333,1,,1,,,1,,108.3333333,,,,,,,25,108.3333333,,,,,,25,11," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2842379,KM419,,plot,4926276,2021103MDAYT_quan_rep3_KM419_34,3,3,34,3,10,check,,,0.333333333,2.454545455,,2.428571429,,,3.142857143,,98.33333333,,,,,,,25,98.33333333,,,,,,22,18.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,3661328,KM505,,plot,4926259,2021103MDAYT_quan_rep3_KM505_24,3,3,24,2,12,check,,,0,2,,2,,,,,119,,,,,,,25,119,,,,,,25,," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2842216,KM94,,plot,4926272,2021103MDAYT_quan_rep3_KM94_23,3,3,23,2,11,check,,,0,1.52,,1.68,,,1.64,,122.6666667,,,,,,,25,122.6666667,,,,,,25,20.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,39671,TMEB419,"GBAZEKOUTE,OBAMA,TME 419",plot,4926263,2021103MDAYT_quan_rep3_TMEB419_11,3,3,11,1,11,test,,,0,1,,1,,,1,,116.3333333,,,,,,,25,116.3333333,,,,,,25,19," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10576,2021103MDAYT_quan,2021103MDAYT_quan,RCBD,4,4,,no,no,2021-April-13,2022-January-01,471,Quang Ngai,2842340,VN19-442,,plot,4926277,2021103MDAYT_quan_rep3_VN19-442_21,3,3,21,2,9,test,,,0,1,,1,,,,,115.3333333,,,,,,,25,115.3333333,,,,,,25,15.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2731984,AR18-1,,plot,4991863,2021102MDAYT_tani_rep1_AR18-1_13,1,1,13,1,4,test,,1,2,1,,,1,,,7.35,290,29.16666667,,16.5,27,,1.67,,390,,,,45,90,,16.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61468,AR35-1,,plot,4991865,2021102MDAYT_tani_rep1_AR35-1_10,1,1,10,2,3,check,,1,4,1,,,1,,,13.3,103.33,39.58333333,,49,28,,2,,436.67,,,,165,10,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61487,AR42-4,,plot,4991829,2021102MDAYT_tani_rep1_AR42-4_6,1,1,6,2,2,test,,1,1.33,1,,,1,,,11.42916667,443.33,54.16666667,,48,28,,2,,503.33,,,,139,30,,28.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732001,AR9-48,,plot,4991825,2021102MDAYT_tani_rep1_AR9-48_12,1,1,12,4,3,test,,1,1.67,1,,,1,,,14.0625,256.67,62.5,,44,28,,1.67,,320,,,,145,60,,26.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61463,CR13-8,,plot,4991867,2021102MDAYT_tani_rep1_CR13-8_14,1,1,14,2,4,test,,1,2.67,1,,,1,,,4.583333333,280,20.83333333,,53,28,,2,,440,,,,150,30,,27.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732020,CR24-16,,plot,4991861,2021102MDAYT_tani_rep1_CR24-16_9,1,1,9,1,3,check,,1,0,1,,,1,,,14.385,376.67,43.75,,89,27,,2.33,,376.67,,,,225,10,,26.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732022,CR25-4,,plot,4991830,2021102MDAYT_tani_rep1_CR25-4_15,1,1,15,3,4,test,,1,1.33,1,,,1,,,12.25,413.33,51.04166667,,80,28,,1.67,,466.67,,,,210,0,,26.9," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732025,CR27-20,,plot,4991856,2021102MDAYT_tani_rep1_CR27-20_2,1,1,2,2,1,test,,1,2.67,1,,,1,,,9.895833333,185,39.58333333,,,28,,1.33,,305,,,,,100,,," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,42440,CR52A4,CR52A-4,plot,4991860,2021102MDAYT_tani_rep1_CR52A-4_5,1,1,5,1,2,test,,1,3.67,1,,,1,,,14.184375,120,53.125,,203,28,,1.33,,473.33,,,,535,2,,23.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991821,IITA-TMS-IBA-972205,,plot,4991839,2021102MDAYT_tani_rep1_IITA-TMS-IBA-972205_11,1,1,11,3,3,test,,1,4,1,,,1,,,3.441666667,120,14.58333333,,85,28,,2,,430,,,,205,0,,25.7," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991822,IITA-TMS-IBA-980581,,plot,4991844,2021102MDAYT_tani_rep1_IITA-TMS-IBA-980581_1,1,1,1,1,1,test,,1,1,1,,,1,,,15.75,53.33,56.25,,37,26,,2,,383.33,,,,111,40,,19.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2842379,KM419,,plot,4991859,2021102MDAYT_tani_rep1_KM419_4,1,1,4,4,1,test,,3.43,1,3.07,,,3.31,,,16.965,206.67,54.16666667,,79,28,,2,,306.67,,,,260,5,,24.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,3661328,KM505,,plot,4991851,2021102MDAYT_tani_rep1_KM505_7,1,1,7,3,2,test,,2.26,0.67,1.38,,,2.68,,,10.325,401.67,29.16666667,,95,28,,2,,423.33,,,,208,5,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2451401,KU50,,plot,4991823,2021102MDAYT_tani_rep1_KU50_16,1,1,16,4,4,test,,3.13,1.33,3.07,,,3.19,,,8.1,236.67,33.33333333,,59,28,,1.33,,436.67,,,,175,0,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,39671,TMEB419,"GBAZEKOUTE,OBAMA,TME 419",plot,4991836,2021102MDAYT_tani_rep1_TMEB419_8,1,1,8,4,2,test,,1,0,1,,,1,,,11.25,453.33,41.66666667,,83.5,28,,1.67,,453.33,,,,190,30,,26.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2842340,VN19-442,,plot,4991846,2021102MDAYT_tani_rep1_VN19-442_3,1,1,3,3,1,test,,1.24,0,1.17,,,2,,,8.333333333,423.33,33.33333333,,141,26,,2.67,,423.33,,,,382,5,,20.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2731984,AR18-1,,plot,4991866,2021102MDAYT_tani_rep2_AR18-1_30,2,2,30,2,8,check,,1,1.33,1,,,1,,,4.29,330,25,,47,28,,1.67,,440,,,,125,0,,28.8," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61468,AR35-1,,plot,4991847,2021102MDAYT_tani_rep2_AR35-1_17,2,2,17,1,5,test,,1,2,1,,,1,,,4.125,190,22.91666667,,57,27,,3.33,,343.33,,,,155,10,,20.9," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61487,AR42-4,,plot,4991870,2021102MDAYT_tani_rep2_AR42-4_29,2,2,29,1,8,check,,1,2.33,1,,,1,,,,356.67,8.333333333,,92,28,,2.33,,453.33,,,,250,0,,28," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732001,AR9-48,,plot,4991842,2021102MDAYT_tani_rep2_AR9-48_31,2,2,31,3,8,test,,1,3,1,,,1,,,9.84375,240,56.25,,127,28,,1.67,,413.33,,,,360,5,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61463,CR13-8,,plot,4991850,2021102MDAYT_tani_rep2_CR13-8_25,2,2,25,1,7,test,,1,2,1,,,1,,,8.158333333,343.33,45.83333333,,93,28,,1.67,,410,,,,275,0,,26.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732020,CR24-16,,plot,4991855,2021102MDAYT_tani_rep2_CR24-16_22,2,2,22,2,6,test,,1,0,1,,,1,,,11.71875,383.33,52.08333333,,92,27,,2.33,,383.33,,,,230,5,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732022,CR25-4,,plot,4991853,2021102MDAYT_tani_rep2_CR25-4_26,2,2,26,2,7,check,,1,1.67,1,,,1,,,5.8,413.33,25,,59,28,,1.67,,476.67,,,,146,20,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732025,CR27-20,,plot,4991827,2021102MDAYT_tani_rep2_CR27-20_27,2,2,27,3,7,test,,1,2.67,1,,,1,,,7.375,133.33,31.25,,80.5,27,,1.67,,353.33,,,,170,5,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,42440,CR52A4,CR52A-4,plot,4991833,2021102MDAYT_tani_rep2_CR52A-4_20,2,2,20,4,5,test,,1,4,1,,,1,,,8.8125,146.67,37.5,,109,28,,1.33,,480,,,,320,0,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991821,IITA-TMS-IBA-972205,,plot,4991841,2021102MDAYT_tani_rep2_IITA-TMS-IBA-972205_24,2,2,24,4,6,test,,1,5,1,,,1,,,5.770833333,93.33,20.83333333,,119,28,,1.33,,393.33,,,,305,0,,26," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991822,IITA-TMS-IBA-980581,,plot,4991857,2021102MDAYT_tani_rep2_IITA-TMS-IBA-980581_28,2,2,28,4,7,test,,1,0.67,1,,,1,,,7.666666667,360,33.33333333,,96,28,,2,,430,,,,120,0,,24.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2842379,KM419,,plot,4991834,2021102MDAYT_tani_rep2_KM419_23,2,2,23,3,6,test,,3.35,0.33,2.96,,,3.31,,,10.965,150,35.41666667,,44,28,,2.33,,223.33,,,,160,0,,24.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,3661328,KM505,,plot,4991826,2021102MDAYT_tani_rep2_KM505_32,2,2,32,4,8,test,,2,0,2,,,3,,,8.90625,406.67,31.25,,92,28,,2.33,,406.67,,,,265,0,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2451401,KU50,,plot,4991835,2021102MDAYT_tani_rep2_KU50_19,2,2,19,3,5,test,,2.57,0,3.02,,,2.65,,,7.579166667,416.67,35.41666667,,73.5,28,,1.67,,416.67,,,,240,40,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,39671,TMEB419,"GBAZEKOUTE,OBAMA,TME 419",plot,4991843,2021102MDAYT_tani_rep2_TMEB419_18,2,2,18,2,5,test,,1,0,1,,,1,,,7.5,516.67,31.25,,127,28,,2,,516.67,,,,245,0,,25.3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2842340,VN19-442,,plot,4991868,2021102MDAYT_tani_rep2_VN19-442_21,2,2,21,1,6,check,,2.06,0,1.54,,,2.59,,,1.34375,400,6.25,,131,28,,2,,400,,,,360,0,,25.5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2731984,AR18-1,,plot,4991858,2021102MDAYT_tani_rep3_AR18-1_48,3,3,48,4,12,test,,1,2,1,,,1,,,7.370833333,256.67,30.20833333,,21,26,,1.67,,380,,,,55,80,,19.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61468,AR35-1,,plot,4991831,2021102MDAYT_tani_rep3_AR35-1_35,3,3,35,3,9,test,,1,2.33,1,,,1,,,7.7,203.33,29.16666667,,44,28,,2,,443.33,,,,100,80,,29.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61487,AR42-4,,plot,4991832,2021102MDAYT_tani_rep3_AR42-4_44,3,3,44,4,11,check,,1,1,1,,,1,,,9.75,276.67,37.5,,48,28,,1,,410,,,,130,80,,29.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732001,AR9-48,,plot,4991864,2021102MDAYT_tani_rep3_AR9-48_41,3,3,41,1,11,test,,1,4,1,,,1,,,5.1,263.33,16.66666667,,114,28,,2,,400,,,,279,50,,28.9," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,61463,CR13-8,,plot,4991840,2021102MDAYT_tani_rep3_CR13-8_40,3,3,40,4,10,check,,1,3.67,1,,,1,,,7.8,230,25,,63,28,,2.33,,390,,,,185,0,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732020,CR24-16,,plot,4991824,2021102MDAYT_tani_rep3_CR24-16_36,3,3,36,4,9,test,,1,0,1,,,1,,,11.875,406.67,39.58333333,,54,28,,2.33,,406.67,,,,139,80,,30," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732022,CR25-4,,plot,4991854,2021102MDAYT_tani_rep3_CR25-4_46,3,3,46,2,12,test,,1,2.33,1,,,1,,,12.6,433.33,37.5,,40,28,,2.33,,453.33,,,,132,0,,26.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2732025,CR27-20,,plot,4991849,2021102MDAYT_tani_rep3_CR27-20_45,3,3,45,1,12,test,,1,3,1,,,1,,,8.8,156.67,45.83333333,,34,28,,1.67,,333.33,,,,55,80,,27.6," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,42440,CR52A4,CR52A-4,plot,4991828,2021102MDAYT_tani_rep3_CR52A-4_47,3,3,47,3,12,test,,1,4,1,,,1,,,12.1125,123.33,39.58333333,,106,28,,2,,413.33,,,,290,5,,24.2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991821,IITA-TMS-IBA-972205,,plot,4991852,2021102MDAYT_tani_rep3_IITA-TMS-IBA-972205_42,3,3,42,2,11,test,,1,3.67,1,,,1,,,1.8375,161.67,6.25,,61,28,,2,,416.67,,,,180,0,,25.1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,4991822,IITA-TMS-IBA-980581,,plot,4991837,2021102MDAYT_tani_rep3_IITA-TMS-IBA-980581_39,3,3,39,3,10,test,,1,0.67,1,,,1,,,11.88,190,45.83333333,,74,28,,2,,433.33,,,,180,0,,23.7," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10600,2021102MDAYT_tani,2021102MDAYT_tani,RCBD,6,9,,no,no,2021-April-21,2022-February-20,467,Tay Ninh,2842379,KM419,,plot,4991862,2021102MDAYT_tani_rep3_KM419_33,3,3,33,1,9,test,,3.35,0,3.19,,,3.17,,,4.739583333,210,27.08333333,,26,28,,2.67,,210,,,,97,10,,28.9," (Operator: lizbethpino, Time: )"
